,name,trainer,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10
305,Yalonda Beacom,Mohammad Velazquez,5,4,3,8,3,1,1.0,4.0,2.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,4.0,4.0,5.0,5.0,8.0,4.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,5.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
306,Tab Shitliff,Mohammad Velazquez,3,1,4,3,1,5,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,6.0,8.0,8.0,5.0,6.0,7.0,7.0,6.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
307,Tobie Culcheth,Mohammad Velazquez,1,2,4,4,5,4,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,7.0,8.0,8.0,6.0,8.0,4.0,7.0,6.0,6.0,3.0,4.0,1.0,2.0,2.0,7.0,5.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
308,Gerianne Bagge,Macey Broughton,2,2,4,4,2,3,4.0,1.0,6.0,2.0,5.0,2.0,3.0,7.0,2.0,1.0,2.0,1.0,8.0,6.0,7.0,4.0,8.0,4.0,4.0,3.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
309,William Tomlett,Macey Broughton,6,3,6,2,3,7,1.0,1.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,8.0,4.0,2.0,7.0,5.0,3.0,4.0,7.0,4.0,8.0,6.0,7.0,1.0,5.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,
310,Teddie Kemet,Macey Broughton,2,5,3,2,5,1,2.0,1.0,2.0,3.0,7.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,8.0,8.0,6.0,7.0,1.0,8.0,3.0,3.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,3.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,,,,,,,,,,,,
311,Artur Domaschke,Macey Broughton,3,3,1,1,2,5,1.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,6.0,5.0,8.0,6.0,8.0,5.0,5.0,5.0,8.0,5.0,2.0,8.0,5.0,6.0,5.0,7.0,5.0,2.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,5.0,,,,,,,,,,,,
312,Terrie Mackibbon,Macey Broughton,4,2,6,2,3,5,1.0,3.0,5.0,6.0,1.0,2.0,5.0,5.0,2.0,1.0,6.0,2.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,4.0,8.0,3.0,6.0,6.0,8.0,8.0,3.0,5.0,4.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,5.0,3.0,8.0,,,,,,,,,,,,
313,Ignacius Pleasaunce,Macey Broughton,2,3,5,1,1,3,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,8.0,6.0,7.0,6.0,5.0,8.0,7.0,8.0,8.0,5.0,4.0,8.0,6.0,8.0,6.0,6.0,2.0,8.0,8.0,6.0,8.0,8.0,4.0,4.0,8.0,8.0,4.0,8.0,7.0,,,,,,,,,,,,
314,Liane Lorente,Macey Broughton,6,3,4,1,2,4,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,3.0,1.0,8.0,2.0,6.0,5.0,8.0,8.0,6.0,6.0,6.0,8.0,3.0,5.0,8.0,7.0,3.0,3.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,3.0,4.0,8.0,8.0,8.0,,,,,,,,,,,,
315,Sosanna Rawlings,Macey Broughton,1,6,3,3,4,4,4.0,4.0,6.0,2.0,6.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,8.0,7.0,5.0,4.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,3.0,1.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
316,Allistir Langrick,Macey Broughton,6,2,6,1,4,2,3.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,7.0,3.0,2.0,4.0,7.0,3.0,6.0,7.0,4.0,4.0,2.0,1.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,
317,Honor Huntall,Macey Broughton,3,5,1,5,1,2,5.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,8.0,5.0,7.0,5.0,8.0,3.0,8.0,4.0,2.0,8.0,8.0,4.0,5.0,8.0,4.0,5.0,6.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,,,,,,,,,,,,
318,Natassia Pawle,Macey Broughton,2,3,4,1,1,3,4.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,8.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,6.0,4.0,8.0,4.0,7.0,4.0,8.0,3.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,,,,,,,,,,,,
319,Haywood Teager,Macey Broughton,3,5,3,3,1,8,4.0,2.0,3.0,1.0,6.0,2.0,6.0,4.0,2.0,3.0,5.0,3.0,7.0,3.0,6.0,6.0,7.0,3.0,1.0,2.0,3.0,7.0,4.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
320,Marillin Rosendall,Macey Broughton,4,2,3,1,3,3,5.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,8.0,3.0,6.0,7.0,7.0,5.0,7.0,6.0,8.0,5.0,5.0,2.0,6.0,8.0,2.0,7.0,6.0,6.0,7.0,4.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,,,,,,,,,,,,
321,Giustina Catford,Martina Meadows,1,1,4,4,2,4,1.0,7.0,1.0,1.0,1.0,3.0,2.0,5.0,6.0,3.0,4.0,2.0,6.0,6.0,3.0,8.0,6.0,6.0,8.0,8.0,8.0,5.0,5.0,4.0,5.0,6.0,7.0,3.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,4.0,8.0,,,,,,,,,,,,
322,Kore Amburgy,Martina Meadows,4,1,1,3,3,4,5.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,7.0,7.0,7.0,1.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,8.0,8.0,8.0,4.0,,,,,,,,,,,,
323,Constance Fellibrand,Martina Meadows,3,4,3,5,4,1,2.0,2.0,2.0,5.0,6.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,7.0,2.0,4.0,8.0,2.0,2.0,6.0,4.0,5.0,5.0,3.0,8.0,8.0,8.0,8.0,4.0,8.0,5.0,8.0,8.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
324,Rickard Blakes,Martina Meadows,5,1,5,3,4,2,1.0,4.0,8.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,7.0,3.0,5.0,6.0,3.0,5.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,5.0,4.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
325,Noe Fortnam,Martina Meadows,1,6,1,3,2,3,3.0,3.0,3.0,8.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,7.0,5.0,6.0,8.0,3.0,7.0,7.0,4.0,5.0,8.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
326,Cherrita Mcgilleghole,Martina Meadows,6,1,4,3,3,2,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,6.0,4.0,1.0,5.0,7.0,5.0,6.0,2.0,8.0,6.0,3.0,4.0,7.0,3.0,4.0,7.0,1.0,3.0,4.0,5.0,4.0,5.0,8.0,8.0,5.0,8.0,8.0,4.0,8.0,5.0,8.0,5.0,5.0,8.0,,,,,,,,,,,,
327,Charmain Diben,Martina Meadows,1,4,4,3,2,3,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Bunny Barns,Martina Meadows,6,1,3,2,3,1,1.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,8.0,7.0,7.0,3.0,8.0,8.0,5.0,2.0,6.0,4.0,8.0,6.0,4.0,3.0,3.0,5.0,6.0,1.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
329,Brewer Calderbank,Eshal Brandt,1,3,2,2,4,3,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Fons Ghiotto,Eshal Brandt,3,2,1,2,2,4,5.0,3.0,3.0,2.0,5.0,2.0,6.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,6.0,7.0,8.0,3.0,6.0,8.0,5.0,7.0,4.0,5.0,4.0,3.0,8.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,5.0,8.0,8.0,7.0,4.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0
331,Evin De Roeck,Eshal Brandt,5,4,2,2,3,4,2.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,6.0,7.0,6.0,3.0,7.0,5.0,8.0,4.0,8.0,6.0,4.0,8.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
332,Maxy Bensen,Eshal Brandt,2,4,2,4,1,2,5.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,6.0,2.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,5.0,7.0,5.0,5.0,8.0,4.0,7.0,5.0,4.0,8.0,7.0,6.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
333,Calida Behr,Eshal Brandt,2,2,3,5,2,1,3.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,3.0,6.0,4.0,5.0,5.0,7.0,3.0,8.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,5.0,8.0,5.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
334,Dannel Longmaid,Eshal Brandt,2,8,5,3,7,5,3.0,1.0,1.0,5.0,7.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,8.0,8.0,5.0,8.0,5.0,7.0,3.0,7.0,2.0,8.0,7.0,3.0,4.0,5.0,8.0,5.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
335,Sarah Magor,Eshal Brandt,2,4,1,2,6,2,3.0,2.0,4.0,5.0,1.0,3.0,3.0,5.0,4.0,4.0,7.0,1.0,4.0,5.0,6.0,8.0,3.0,3.0,5.0,2.0,5.0,6.0,4.0,3.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,2.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
336,Alistair Scanes,Eshal Brandt,4,2,4,1,2,3,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,8.0,2.0,4.0,8.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,3.0,4.0,8.0,8.0,5.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,7.0,5.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
337,Homere Stentiford,Eshal Brandt,2,2,4,2,5,3,1.0,3.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,3.0,7.0,3.0,5.0,4.0,7.0,5.0,4.0,4.0,8.0,8.0,8.0,5.0,3.0,3.0,7.0,2.0,5.0,7.0,5.0,8.0,7.0,8.0,8.0,2.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
338,Alvie Bleackly,Eshal Brandt,4,3,2,3,5,2,4.0,1.0,4.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,1.0,6.0,7.0,8.0,8.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0,7.0,2.0,6.0,4.0,4.0,6.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
339,Brnaby Bownes,Eshal Brandt,2,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Blake Nunson,Eshal Brandt,4,2,2,3,2,2,2.0,5.0,2.0,2.0,4.0,3.0,7.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,4.0,5.0,6.0,8.0,2.0,4.0,5.0,7.0,8.0,6.0,2.0,3.0,6.0,7.0,8.0,8.0,8.0,8.0,3.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
341,Deirdre Van Den Velde,Eshal Brandt,4,1,4,1,4,2,1.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,6.0,8.0,2.0,5.0,8.0,8.0,6.0,2.0,8.0,5.0,4.0,3.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
342,Brose Menghi,Eshal Brandt,1,5,3,1,3,3,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,8.0,2.0,8.0,7.0,7.0,8.0,4.0,2.0,5.0,7.0,4.0,7.0,8.0,6.0,6.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,4.0,,,,,,,,,,,,
343,Edithe Dimitrov,Eshal Brandt,1,3,3,2,3,6,3.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,5.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,4.0,6.0,5.0,3.0,8.0,6.0,8.0,4.0,2.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
344,Demetrius Tunstall,Eshal Brandt,5,2,2,4,1,3,8.0,3.0,4.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Chucho Galfour,Eshal Brandt,6,2,6,1,3,5,3.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,8.0,3.0,8.0,6.0,8.0,1.0,8.0,7.0,8.0,8.0,5.0,6.0,6.0,8.0,5.0,6.0,3.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,6.0,5.0,8.0,4.0,8.0,,,,,,,,,,,,
346,Mozelle Grinnov,Eshal Brandt,2,5,1,1,3,3,2.0,2.0,5.0,7.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,7.0,4.0,7.0,6.0,8.0,5.0,8.0,8.0,6.0,8.0,3.0,6.0,5.0,7.0,2.0,6.0,4.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
347,Roze Yepiskopov,Eshal Brandt,3,4,4,1,1,1,4.0,1.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,8.0,2.0,4.0,2.0,8.0,6.0,8.0,6.0,8.0,5.0,6.0,7.0,2.0,6.0,6.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,,,,,,,,,,,,
348,Denise Oppy,Eshal Brandt,1,7,4,4,2,5,2.0,1.0,4.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,3.0,3.0,6.0,8.0,7.0,8.0,4.0,7.0,8.0,7.0,6.0,4.0,3.0,2.0,5.0,5.0,6.0,4.0,5.0,4.0,8.0,8.0,8.0,8.0,4.0,7.0,5.0,7.0,8.0,6.0,8.0,8.0,,,,,,,,,,,,
349,Rafi Downse,Eshal Brandt,2,1,2,2,5,1,6.0,2.0,1.0,3.0,3.0,3.0,6.0,4.0,3.0,2.0,2.0,1.0,7.0,8.0,2.0,7.0,8.0,5.0,3.0,7.0,3.0,8.0,7.0,8.0,6.0,5.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
350,Camellia Bette,Eshal Brandt,2,4,4,1,2,2,1.0,3.0,3.0,1.0,3.0,2.0,6.0,3.0,2.0,2.0,8.0,1.0,7.0,3.0,1.0,6.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,6.0,8.0,7.0,3.0,5.0,3.0,3.0,7.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,,,,,,,,,,,,
351,Care Ife,Eshal Brandt,4,1,2,1,2,4,3.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,2.0,8.0,7.0,4.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,8.0,4.0,6.0,8.0,8.0,6.0,4.0,2.0,8.0,6.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,4.0,8.0,6.0,,,,,,,,,,,,
352,Vance Fey,Macey Broughton,6,1,6,4,8,5,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Dulcine Duffil,Macey Broughton,3,1,4,5,2,3,3.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,4.0,3.0,7.0,8.0,4.0,2.0,8.0,7.0,3.0,6.0,5.0,4.0,8.0,7.0,5.0,7.0,5.0,8.0,8.0,5.0,7.0,6.0,8.0,6.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,5.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0
354,Nona Coghlan,Macey Broughton,7,2,4,4,1,3,4.0,3.0,3.0,5.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,8.0,8.0,8.0,4.0,8.0,7.0,5.0,4.0,6.0,5.0,8.0,2.0,8.0,7.0,7.0,6.0,7.0,5.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
355,Dorette Landall,Macey Broughton,4,6,2,3,3,5,4.0,2.0,7.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Valdemar Smithen,Macey Broughton,2,2,2,3,4,2,1.0,5.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,2.0,5.0,4.0,8.0,8.0,3.0,4.0,5.0,8.0,6.0,7.0,7.0,7.0,8.0,5.0,5.0,3.0,3.0,8.0,7.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,4.0,8.0,7.0,8.0,5.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
357,Norene Dericut,Macey Broughton,4,2,2,3,3,4,1.0,7.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,8.0,8.0,4.0,8.0,6.0,5.0,2.0,4.0,5.0,8.0,7.0,7.0,3.0,6.0,3.0,3.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0
358,Jillian Wenn,Macey Broughton,4,4,3,2,2,2,3.0,4.0,2.0,3.0,5.0,6.0,3.0,5.0,3.0,3.0,6.0,5.0,8.0,4.0,6.0,8.0,8.0,4.0,4.0,8.0,8.0,6.0,8.0,8.0,7.0,5.0,8.0,4.0,2.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
359,Saraann Elcombe,Macey Broughton,1,3,3,3,4,5,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Jenn Blitz,Mohammad Velazquez,5,2,2,1,7,3,3.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,5.0,5.0,7.0,2.0,6.0,8.0,5.0,5.0,8.0,3.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,,,,,,,,,,,,
361,Chandra Best,Mohammad Velazquez,4,6,6,6,2,3,2.0,1.0,2.0,4.0,1.0,3.0,1.0,6.0,2.0,5.0,2.0,2.0,8.0,4.0,5.0,7.0,6.0,7.0,8.0,7.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,8.0,6.0,5.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,,,,,,,,,,,,
362,Boniface Tansley,Mohammad Velazquez,1,4,3,1,2,5,4.0,4.0,3.0,4.0,1.0,2.0,3.0,7.0,3.0,2.0,4.0,1.0,8.0,4.0,2.0,5.0,2.0,8.0,5.0,6.0,5.0,7.0,4.0,1.0,6.0,4.0,8.0,5.0,5.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
363,Cristal Jeans,Mohammad Velazquez,8,4,1,3,1,5,2.0,4.0,3.0,2.0,2.0,4.0,5.0,6.0,1.0,2.0,4.0,2.0,8.0,4.0,7.0,8.0,5.0,6.0,4.0,8.0,8.0,7.0,6.0,6.0,8.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,,,,,,,,,,,,
364,Urson Sibthorp,Mohammad Velazquez,4,3,1,1,3,3,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Vernon Bennough,Mohammad Velazquez,4,3,2,1,4,3,2.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,8.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,3.0,7.0,4.0,2.0,5.0,6.0,6.0,2.0,8.0,3.0,6.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,6.0,,,,,,,,,,,,
366,Payton Turbard,Mohammad Velazquez,4,2,5,2,4,2,4.0,5.0,4.0,3.0,4.0,3.0,1.0,6.0,1.0,3.0,3.0,1.0,2.0,6.0,4.0,4.0,6.0,8.0,7.0,7.0,5.0,6.0,7.0,3.0,6.0,3.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
367,Lilly Andreasen,Mohammad Velazquez,2,4,2,2,1,7,2.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,3.0,8.0,5.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0,8.0,4.0,3.0,8.0,3.0,7.0,3.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
368,Dixie O' Flaherty,Mohammad Velazquez,3,1,2,4,2,1,2.0,2.0,7.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,6.0,2.0,8.0,3.0,4.0,8.0,7.0,7.0,6.0,6.0,3.0,3.0,7.0,5.0,4.0,4.0,3.0,2.0,7.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,,,,,,,,,,,,
